px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.85904	20.3329	4.76258	3.53732	0.54201	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	3.45232
7.85904	20.3329	4.76258	3.53732	0.54201	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	0
7.37057	20.1521	4.79759	3.58166	0.526319	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	0.429328
7.37057	20.1521	4.79759	3.58166	0.526319	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	0
6.92643	19.9726	4.79113	3.61805	0.501242	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	0.497827
6.92643	19.9726	4.79113	3.61805	0.501242	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	0
6.51853	19.7921	4.77279	3.65632	0.489562	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	2.47767
6.51853	19.7921	4.77279	3.65632	0.489562	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	0
5.96548	19.5506	4.92605	3.70478	0.508923	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	2.55992
5.96548	19.5506	4.92605	3.70478	0.508923	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	0
5.64311	19.237	4.85674	3.77365	0.521674	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	0.7636
5.64311	19.237	4.85674	3.77365	0.521674	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	0
5.35626	18.9922	4.70572	3.80727	0.477284	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	4.28096
5.35626	18.9922	4.70572	3.80727	0.477284	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	0
4.78117	18.7557	4.88767	3.81828	0.457232	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	2.89692
4.78117	18.7557	4.88767	3.81828	0.457232	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	0
4.44292	18.4652	4.81045	3.84657	0.417473	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	1.02211
4.44292	18.4652	4.81045	3.84657	0.417473	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	0
3.95827	18.1876	4.98934	3.89412	0.473354	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	7.88573
3.95827	18.1876	4.98934	3.89412	0.473354	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	0
3.72101	17.8642	4.8269	3.93452	0.435595	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	2.97127
3.72101	17.8642	4.8269	3.93452	0.435595	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	0
3.22777	17.5511	4.99686	3.95789	0.445414	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	3.21063
3.22777	17.5511	4.99686	3.95789	0.445414	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	0
3.00764	17.1323	4.97728	4.05276	0.511982	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	1.28146
3.00764	17.1323	4.97728	4.05276	0.511982	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	0
2.66395	16.7959	4.87717	4.05769	0.435581	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	3.15958
2.66395	16.7959	4.87717	4.05769	0.435581	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	0
2.17319	16.4219	4.95884	4.0364	0.356153	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	4.99093
2.17319	16.4219	4.95884	4.0364	0.356153	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	0
1.80436	16.0794	4.9521	4.03504	0.308392	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	0.87818
1.80436	16.0794	4.9521	4.03504	0.308392	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	0
1.58553	15.6356	4.97839	4.1228	0.390149	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	1.7169
1.58553	15.6356	4.97839	4.1228	0.390149	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	0
1.17869	15.269	5.03436	4.11575	0.346361	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	1.68133
1.17869	15.269	5.03436	4.11575	0.346361	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	0
0.896154	14.907	4.96129	4.12256	0.300947	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	2.07586
0.896154	14.907	4.96129	4.12256	0.300947	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	0
0.695469	14.4376	5.00051	4.20028	0.368823	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	1.74926
0.695469	14.4376	5.00051	4.20028	0.368823	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	0
0.350066	13.9656	5.19365	4.23844	0.405544	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	3.44287
